customer_id,name,email,signup_date,city,state,total_spent,order_count
2190,Jai Borra,vedikasarin@example.net,2026-02-01,Pune,Maharashtra,0.0,0
2191,Bachittar Sahni,zansi47@example.net,2026-02-04,Vijayawada,Andhra Pradesh,29936.4,1
2192,Tanay Chaudry,tanveer48@example.org,2026-02-14,Jamshedpur,Jharkhand,0.0,0
2193,Neel Ram,oseshadri@example.com,2026-01-30,Coimbatore,Tamil Nadu,293023.52,2
2194,Yatan Dey,rohangarde@example.net,2026-01-24,Dharamshala,Himachal Pradesh,0.0,0
2195,Jeet Nagi,arout@example.org,2026-02-18,Durgapur,West Bengal,0.0,0
2196,Maanav Dani,williamshroff@example.org,2026-02-05,Lunglei,Mizoram,171035.87,1
2197,Bimala Shan,gautamisant@example.org,2026-02-11,Noida,Uttar Pradesh,0.0,0
2198,Sneha Yogi,mahajanbhavna@example.net,2026-02-14,Jowai,Meghalaya,163758.09,1
2199,Rushil Shroff,umani@example.org,2026-02-02,Kolkata,West Bengal,0.0,0
2200,Balendra Bumb,dascharles@example.com,2026-01-25,Jodhpur,Rajasthan,0.0,0
2201,Elijah Mitter,fborde@example.com,2026-01-28,Nagpur,Maharashtra,0.0,0
2202,Vaishnavi Bajwa,upadhriti40@example.net,2026-02-06,Indore,Madhya Pradesh,0.0,1
2203,Amara Keer,mukherjeeabha@example.com,2026-01-27,Thoubal,Manipur,0.0,0
2204,Kavya Sastry,kgill@example.org,2026-02-04,Madurai,Tamil Nadu,59673.88,1
2205,Jai Rastogi,goswamivarsha@example.com,2026-01-26,Jabalpur,Madhya Pradesh,224189.53,1
2206,Ubika Basak,psachdev@example.com,2026-01-23,Raipur,Chhattisgarh,3021.8,2
2207,Advay Babu,sampathshivansh@example.org,2026-01-31,Nagpur,Maharashtra,0.0,0
2208,Aarini Palla,pranitbasu@example.com,2026-01-30,Jowai,Meghalaya,0.0,1
2209,Osha Merchant,yochanashah@example.net,2026-02-04,Dimapur,Nagaland,62519.0,2
2210,Edhitha Ramanathan,shivansh99@example.net,2026-02-09,Gaya,Bihar,199714.78,1
2211,Yashvi Khalsa,onair@example.org,2026-02-10,Imphal,Manipur,0.0,0
2212,Laksh Khurana,tanay55@example.com,2026-02-14,Udaipur,Rajasthan,0.0,0
2213,Tanish Bhattacharyya,ekbalgarg@example.com,2026-01-30,Mokokchung,Nagaland,0.0,0
2214,Priya Vasa,rmodi@example.com,2026-02-17,Jamshedpur,Jharkhand,0.0,0
2215,Max Taneja,vbhasin@example.com,2026-01-25,Faridabad,Haryana,321944.7,2
2216,Anya Kala,danivrishti@example.net,2026-01-27,Dhanbad,Jharkhand,0.0,0
2217,Samuel Setty,subramanianmaanav@example.org,2026-02-13,Saiha,Mizoram,199987.7,1
2218,Jyoti Parikh,nagarajanliam@example.org,2026-01-31,Rourkela,Odisha,683203.23,2
2219,George Warrior,agastya04@example.org,2026-02-05,Saiha,Mizoram,232556.87,1
2220,Brinda Prashad,mananmajumdar@example.org,2026-02-09,Mumbai,Maharashtra,632656.34,3
2221,Saanvi Khanna,qushibhargava@example.com,2026-02-12,Bhilai,Chhattisgarh,0.0,0
2222,Ikbal Anne,kthakkar@example.com,2026-02-13,Ranchi,Jharkhand,253678.01,1
2223,Megha Shetty,waida68@example.net,2026-02-07,Amritsar,Punjab,746352.15,2
2224,Tristan Kulkarni,bariahamsini@example.net,2026-02-06,Udaipur,Tripura,0.0,0
2225,Hema Goel,skapur@example.com,2026-02-05,Jabalpur,Madhya Pradesh,182145.96,1
2226,Siya Mall,dhruv51@example.net,2026-02-01,Udaipur,Rajasthan,0.0,0
2227,Liam Shah,brijeshvala@example.com,2026-02-18,Kozhikode,Kerala,12503.8,1
2228,Idika Subramanian,skota@example.org,2026-02-14,Cuttack,Odisha,0.0,0
2229,Ranbir Balan,rattachameli@example.org,2026-02-06,Saiha,Mizoram,340422.9,2
2230,Ira Sengupta,advikajha@example.org,2026-02-14,Gyalshing,Sikkim,64940.88,2
2231,Bishakha Memon,yash86@example.net,2026-01-29,Thoubal,Manipur,0.0,0
2232,Qushi Misra,radhakrishnanchanakya@example.org,2026-02-09,Tura,Meghalaya,215599.57,3
2233,Arunima Mittal,sainineelima@example.org,2026-01-31,Kanpur,Uttar Pradesh,0.0,0
2234,Qushi Prabhu,nandini61@example.com,2026-02-15,Mangaluru,Karnataka,0.0,0
2235,Liam Chad,bajwajagdish@example.com,2026-02-04,Jalandhar,Punjab,166828.18,2
2236,Jhalak Puri,gabagarima@example.org,2026-02-02,Panipat,Haryana,31567.0,1
2237,Urvi Deol,mitalisule@example.com,2026-02-05,Panaji,Goa,85228.42,1
2238,Vivaan Bandi,pkota@example.org,2026-02-15,Tura,Meghalaya,0.0,0
2239,Umang Dave,urvibala@example.net,2026-02-13,Kochi,Kerala,22273.67,1
2240,Jagrati Grover,ftella@example.com,2026-01-25,Dehradun,Uttarakhand,106612.2,1
2241,Qushi Chana,yghose@example.net,2026-02-01,Guwahati,Assam,0.0,0
2242,Jonathan Pal,baljiwanborde@example.org,2026-02-05,Naharlagun,Arunachal Pradesh,0.0,0
2243,Jyoti Edwin,chadhayoshita@example.net,2026-02-16,Warangal,Telangana,0.0,0
2244,Laksh Dhawan,aahana97@example.net,2026-02-16,Pasighat,Arunachal Pradesh,421738.67,1
2245,Zayan Arora,pandeyaadi@example.net,2026-01-27,Faridabad,Haryana,211189.04,1
2246,Chaman Arora,harrison90@example.com,2026-01-30,Haldwani,Uttarakhand,0.0,0
2247,Veda Joshi,groverbhavya@example.org,2026-02-14,Amritsar,Punjab,15070.05,2
2248,Chaman Sandal,anaypatil@example.com,2026-02-02,Jalandhar,Punjab,0.0,0
2249,Panini Kata,zashilkanda@example.net,2026-02-05,Jamshedpur,Jharkhand,0.0,0
2250,Sara Iyer,nigamtamanna@example.net,2026-02-08,Gyalshing,Sikkim,0.0,0
2251,Yashvi Ranganathan,pandeyfaraj@example.com,2026-02-16,Vadodara,Gujarat,245990.45,1
2252,Lohit Sampath,ekarajpandey@example.org,2026-01-22,Kanpur,Uttar Pradesh,0.0,0
2253,Yashasvi Bhatia,malhotrabahadurjit@example.org,2026-01-22,Rourkela,Odisha,781135.74,1
2254,Krisha Ratta,asant@example.com,2026-02-02,Panaji,Goa,0.0,0
2255,Jalsa Sachdeva,watika53@example.org,2026-01-27,Margao,Goa,0.0,0
2256,Radha Purohit,berabalendra@example.com,2026-01-29,Ahmedabad,Gujarat,0.0,0
2257,Isaiah Sachar,darpankumer@example.net,2026-02-12,Bishnupur,Manipur,45412.56,1
2258,Manya Pai,kdayal@example.org,2026-02-03,Tura,Meghalaya,0.0,1
2259,Dipta Ganesh,indrajitbatta@example.com,2026-02-12,Patna,Bihar,303489.15,1
2260,Vasatika Sastry,qsawhney@example.net,2026-01-30,Kanpur,Uttar Pradesh,0.0,0
2261,Odika Contractor,tkumer@example.org,2026-02-19,Agartala,Tripura,0.0,0
2262,Vasana Jayaraman,sanayabakshi@example.org,2026-02-01,Kanpur,Uttar Pradesh,0.0,0
2263,Harini Varghese,rajanihal@example.org,2026-02-03,Visakhapatnam,Andhra Pradesh,0.0,0
2264,Onkar Chawla,janyabawa@example.org,2026-02-10,Haridwar,Uttarakhand,86262.14,2
2265,Rayaan Sastry,rshroff@example.org,2026-02-09,Pune,Maharashtra,0.0,0
2266,Chaitaly Verma,hguha@example.org,2026-02-06,Bilaspur,Chhattisgarh,0.0,0
2267,Indrajit Agarwal,mohammed18@example.net,2026-02-06,Margao,Goa,109387.62,2
2268,Ijaya Bhatt,yuvraj26@example.org,2026-02-14,Dharamshala,Himachal Pradesh,0.0,0
2269,Devansh Soman,dalbir36@example.net,2026-02-09,Amritsar,Punjab,0.0,0
2270,Maanav Tailor,agastyamurthy@example.org,2026-02-11,Panipat,Haryana,257269.12,1
2271,Reyansh Bhatti,amairabadal@example.com,2026-02-10,Rourkela,Odisha,0.0,0
2272,Divya Butala,sbawa@example.org,2026-02-09,Patna,Bihar,0.0,0
2273,Tristan Dalal,dakshbakshi@example.org,2026-01-22,Shimla,Himachal Pradesh,0.0,0
2274,Tanvi Kapoor,zehaan33@example.org,2026-01-26,Kochi,Kerala,0.0,0
2275,Imaran Kakar,maxben@example.net,2026-01-30,Kochi,Kerala,107641.0,1
2276,Harshil Madan,anshyohannan@example.com,2026-01-27,Dibrugarh,Assam,238929.61,1
2277,Jagdish Sahota,shivani51@example.org,2026-02-02,Indore,Madhya Pradesh,37882.84,1
2278,Yachana Bhakta,mannanfaris@example.net,2026-01-24,Thiruvananthapuram,Kerala,78478.17,1
2279,Bhavini Bose,panditpushti@example.org,2026-01-24,Margao,Goa,0.0,0
2280,Mahika Varty,bhavani49@example.com,2026-02-10,Namchi,Sikkim,412050.29,3
2281,Daksh Srinivasan,zashil00@example.org,2026-02-11,Udaipur,Rajasthan,0.0,0
2282,Lucky Kohli,lavanyagarg@example.org,2026-02-13,Pasighat,Arunachal Pradesh,0.0,0
2283,Christopher Subramanian,faqid98@example.com,2026-02-17,Kolkata,West Bengal,213973.07,2
2284,Oeshi Behl,oliversen@example.org,2026-02-07,Solan,Himachal Pradesh,0.0,0
2285,Jagvi Sachdev,guhatejas@example.com,2026-01-29,Howrah,West Bengal,0.0,0
2286,Anmol Babu,tristan16@example.org,2026-02-10,Lucknow,Uttar Pradesh,0.0,0
2287,Xiti Joshi,sawhneyurvi@example.net,2026-02-05,Pasighat,Arunachal Pradesh,0.0,0
2288,Advik Iyer,jeevikagole@example.org,2026-01-29,Mumbai,Maharashtra,0.0,0
2289,Isaac Gandhi,tsunder@example.org,2026-01-26,Itanagar,Arunachal Pradesh,0.0,0
2290,Arjun Bandi,yadavi42@example.org,2026-02-09,Ahmedabad,Gujarat,40558.12,1
2291,Sara Dugar,aarnavravi@example.org,2026-01-23,Raipur,Chhattisgarh,230956.72,1
2292,Rehaan Bir,kalitawishi@example.org,2026-02-14,Guntur,Andhra Pradesh,0.0,0
2293,Shravya Prabhakar,agastyaganesan@example.com,2026-01-28,Kanpur,Uttar Pradesh,0.0,0
2294,Daksha Rai,csachar@example.net,2026-01-30,Bhopal,Madhya Pradesh,184466.93,1
2295,Gunbir Parekh,khalsabanjeet@example.org,2026-02-08,Kozhikode,Kerala,0.0,0
2296,Aadhya Kapadia,gaurangi67@example.org,2026-02-18,Mokokchung,Nagaland,0.0,0
2297,Chameli Apte,obrar@example.com,2026-02-04,Pasighat,Arunachal Pradesh,0.0,0
2298,Fariq Nazareth,bhavikaagrawal@example.com,2026-01-24,Shillong,Meghalaya,0.0,0
2299,Maanas Mallick,dbhargava@example.com,2026-02-06,Guntur,Andhra Pradesh,0.0,0
2300,Jeevika Sengupta,atharvbedi@example.net,2026-02-12,Amritsar,Punjab,99811.65,1
2301,Daniel Joshi,ekta27@example.net,2026-02-06,Vadodara,Gujarat,155917.58,2
2302,Ekani Prakash,boralucky@example.com,2026-01-26,Ranchi,Jharkhand,127415.76,1
2303,Mohammed Rastogi,muniamrita@example.org,2026-02-05,Dhanbad,Jharkhand,559184.83,2
2304,Advay Baral,janya42@example.org,2026-01-25,Ludhiana,Punjab,147650.8,2
2305,Jairaj Sarkar,mmohanty@example.net,2026-01-22,Imphal,Manipur,0.0,0
2306,Ekbal Prakash,tvarty@example.org,2026-01-24,Gyalshing,Sikkim,0.0,0
2307,Alka Chaudhary,xswamy@example.org,2026-02-16,Vadodara,Gujarat,0.0,0
2308,Dalaja Issac,balasubramaniansuhani@example.net,2026-01-25,Surat,Gujarat,27330.49,2
2309,Yochana Patil,jalsa47@example.org,2026-02-15,Naharlagun,Arunachal Pradesh,664786.07,2
2310,Samar Natt,faris78@example.com,2026-02-15,Dehradun,Uttarakhand,176499.88,1
2311,Amrita Kothari,agastya90@example.com,2026-02-02,Bishnupur,Manipur,337768.12,1
2312,Chandani Lanka,jbhargava@example.net,2026-01-25,Bishnupur,Manipur,0.0,0
2313,Gaurika Sidhu,rachita57@example.net,2026-02-16,Dibrugarh,Assam,0.0,0
2314,Krisha Menon,bparmar@example.net,2026-01-23,Lucknow,Uttar Pradesh,0.0,0
2315,Yashasvi Bal,jagat61@example.net,2026-01-30,Nagpur,Maharashtra,80558.44,1
2316,Netra Nayar,jviswanathan@example.org,2026-02-12,Bishnupur,Manipur,54650.18,1
2317,Wakeeta Yohannan,obasu@example.net,2026-02-06,Kanpur,Uttar Pradesh,0.0,0
2318,Kashish Iyengar,misrakavya@example.net,2026-02-05,Ahmedabad,Gujarat,0.0,0
2319,Urvashi Mittal,yashodharaprashad@example.com,2026-01-31,Jabalpur,Madhya Pradesh,155053.72,1
2320,Champak Parsa,anamika32@example.net,2026-02-05,Bishnupur,Manipur,33641.96,1
2321,Avi Shetty,apteharinakshi@example.org,2026-02-08,Dehradun,Uttarakhand,0.0,0
2322,Ojas Bahl,krishashankar@example.org,2026-01-27,Kohima,Nagaland,0.0,0
2323,Michael Shah,wbains@example.org,2026-02-11,Kanpur,Uttar Pradesh,0.0,0
2324,Simon Nayar,uchacko@example.org,2026-02-14,Haldwani,Uttarakhand,0.0,0
2325,Rajeshri Mohanty,sravel@example.net,2026-01-30,Margao,Goa,0.0,1
2326,Vincent Talwar,ypau@example.org,2026-02-14,Solan,Himachal Pradesh,0.0,0
2327,Damyanti Brar,vivaandeshmukh@example.net,2026-01-26,Gangtok,Sikkim,0.0,0
2328,Gunbir Biswas,manbir84@example.net,2026-02-01,Thoubal,Manipur,0.0,0
2329,Mekhala Sule,itiwari@example.net,2026-02-11,Tura,Meghalaya,0.0,0
2330,Jason Chaudry,amaradua@example.net,2026-02-12,Nagpur,Maharashtra,198106.23,2
2331,Ekbal Dhar,htandon@example.org,2026-02-03,Naharlagun,Arunachal Pradesh,0.0,0
2332,Pahal Badal,upuri@example.org,2026-02-17,Kozhikode,Kerala,134307.93,2
2333,Manya Sani,anjali54@example.org,2026-02-04,Bilaspur,Chhattisgarh,0.0,0
2334,Jairaj Keer,amruta91@example.com,2026-02-04,Imphal,Manipur,101851.86,2
2335,Ladli Varghese,madhavkuruvilla@example.org,2026-02-12,Hyderabad,Telangana,0.0,0
2336,Krishna Vala,wazirbhatt@example.org,2026-02-09,Ludhiana,Punjab,0.0,0
2337,Yashoda Desai,vdua@example.net,2026-02-07,Dhanbad,Jharkhand,0.0,0
2338,Girik Chauhan,urajagopal@example.com,2026-02-15,Jabalpur,Madhya Pradesh,0.0,0
2339,Chaitanya Parekh,neelsavant@example.net,2026-01-22,Udaipur,Rajasthan,0.0,0
2340,Isaac Babu,nitara83@example.com,2026-02-16,Bhopal,Madhya Pradesh,0.0,0
2341,Gaurang Bumb,lsachar@example.com,2026-01-22,Mangaluru,Karnataka,0.0,0
2342,Ekiya Kapadia,ekalinga62@example.net,2026-02-16,Pune,Maharashtra,132902.97,1
2343,Jyoti Hari,balayzansi@example.org,2026-02-03,Itanagar,Arunachal Pradesh,0.0,0
2344,Leena Sha,vkhanna@example.com,2026-02-17,Dharmanagar,Tripura,325670.99,2
2345,William Shah,chhabraekiya@example.net,2026-02-07,Udaipur,Rajasthan,228099.93,1
2346,Noah Modi,korpalgautam@example.net,2026-01-31,Lunglei,Mizoram,0.0,0
2347,Chakradhar Das,ddatta@example.net,2026-01-24,Mangaluru,Karnataka,81775.02,1
2348,Jeet Bassi,pooja36@example.com,2026-02-19,Mumbai,Maharashtra,0.0,0
2349,Divya Sathe,iyergautami@example.net,2026-01-28,Bishnupur,Manipur,0.0,0
2350,Raksha Saxena,rcontractor@example.com,2026-02-18,Jaipur,Rajasthan,160666.2,1
2351,Pahal Shenoy,teerth74@example.com,2026-02-14,Imphal,Manipur,210452.84,1
2352,Jason Bora,routqabil@example.org,2026-02-08,Udaipur,Tripura,131470.67,1
2353,Xiti Loke,choudhrysanya@example.com,2026-02-08,Gyalshing,Sikkim,0.0,0
2354,Saumya Gopal,pantarunima@example.net,2026-01-22,Jabalpur,Madhya Pradesh,292681.72,1
2355,Kala Prasad,xmodi@example.org,2026-01-25,Mumbai,Maharashtra,0.0,3
2356,Yashvi Thaman,ladindali@example.org,2026-02-02,Jalandhar,Punjab,0.0,0
2357,Barkha Chana,dorayashasvi@example.net,2026-02-11,Kanpur,Uttar Pradesh,129751.37,3
2358,Ikbal Khatri,krishnamanthan@example.com,2026-01-23,Warangal,Telangana,68774.78,1
2359,Diya Sheth,soodsanya@example.net,2026-02-08,Coimbatore,Tamil Nadu,0.0,0
2360,Priya Dayal,ksidhu@example.net,2026-02-18,Guwahati,Assam,0.0,0
2361,Theodore Palla,divanqabil@example.org,2026-02-14,Silchar,Assam,0.0,1
2362,Jagdish Jha,pmutti@example.net,2026-02-04,Thoubal,Manipur,15659.8,1
2363,Osha Dugar,wahabdutt@example.org,2026-02-04,Rourkela,Odisha,0.0,0
2364,Yatan Vaidya,rajatawali@example.net,2026-02-07,Bhubaneswar,Odisha,486822.86,3
2365,Ekansh Mody,bgala@example.net,2026-02-01,Kohima,Nagaland,0.0,1
2366,Naksh Badal,aradhana26@example.org,2026-01-26,Itanagar,Arunachal Pradesh,0.0,0
2367,Vaishnavi Pandit,nathvasana@example.net,2026-02-05,Udaipur,Tripura,0.0,0
2368,Bhavya Dubey,advaithramesh@example.org,2026-02-01,Itanagar,Arunachal Pradesh,218799.47,3
2369,Lakshit Yadav,pranitbawa@example.net,2026-01-30,Kohima,Nagaland,225428.6,1
2370,Ronith Ghosh,yashawinidara@example.com,2026-02-14,Bhopal,Madhya Pradesh,39570.07,1
2371,Caleb Prashad,arjun75@example.com,2026-02-10,Shillong,Meghalaya,397813.64,1
2372,Champak Nagar,dev21@example.org,2026-01-28,Bishnupur,Manipur,228070.04,3
2373,Lekha Goyal,neelima05@example.com,2026-02-10,Guwahati,Assam,33626.91,1
2374,Ishanvi Gokhale,patilrajeshri@example.com,2026-01-25,Bhagalpur,Bihar,0.0,0
2375,Eiravati Mane,hardikviswanathan@example.org,2026-02-16,Lunglei,Mizoram,91675.12,2
2376,Indrajit Murthy,ymitra@example.com,2026-01-31,Kozhikode,Kerala,0.0,1
2377,Urvi Taneja,tanish97@example.com,2026-02-05,Mokokchung,Nagaland,0.0,0
2378,Ria Sidhu,hben@example.com,2026-02-08,Dhanbad,Jharkhand,0.0,0
2379,Chaman Salvi,nandaaashi@example.net,2026-01-22,Pune,Maharashtra,91675.12,1
2380,Jacob Morar,baralzaitra@example.com,2026-01-30,Cuttack,Odisha,0.0,0
2381,Patrick Cheema,hdar@example.org,2026-02-01,Gaya,Bihar,0.0,0
2382,Xiti Mistry,mannansanya@example.net,2026-01-27,Dimapur,Nagaland,0.0,0
2383,Ekantika Raman,ganga51@example.org,2026-02-17,Vadodara,Gujarat,0.0,0
2384,Laksh Dasgupta,akshaydar@example.com,2026-02-18,Saiha,Mizoram,148446.56,3
2385,Jason Nayak,dharnidra@example.com,2026-02-05,Solan,Himachal Pradesh,0.0,0
2386,Nakul Yadav,bhavya10@example.org,2026-02-13,Shillong,Meghalaya,0.0,0
2387,Hema Soman,rehaankar@example.net,2026-01-31,Naharlagun,Arunachal Pradesh,395741.9,1
2388,Warhi Devan,aayushbail@example.org,2026-02-02,Indore,Madhya Pradesh,367298.53,1
2389,Sudiksha Dara,omya50@example.org,2026-01-23,Dhanbad,Jharkhand,473702.2,3
2390,Samarth Basu,mahajanmohammed@example.com,2026-02-04,Howrah,West Bengal,0.0,0
2391,Wridesh Mital,luke08@example.org,2026-02-07,Vijayawada,Andhra Pradesh,31733.36,1
2392,Hamsini Talwar,dwalla@example.com,2026-02-14,Gaya,Bihar,0.0,0
2393,Vrishti Gade,danixavier@example.net,2026-02-04,Pune,Maharashtra,198063.84,1
2394,Madhav Narayanan,samuel67@example.org,2026-01-24,Amritsar,Punjab,0.0,0
2395,Priya Mani,ramanathanaachal@example.net,2026-01-30,Shillong,Meghalaya,0.0,0
2396,Vansha Sahota,chavvisrinivasan@example.net,2026-02-05,Thiruvananthapuram,Kerala,95200.08,3
2397,Urmi Trivedi,hrout@example.net,2026-02-01,Warangal,Telangana,0.0,0
2398,Zayyan Krishnan,ridhipatel@example.org,2026-01-28,Jodhpur,Rajasthan,0.0,0
2399,Vamakshi Kara,scheema@example.com,2026-02-04,Faridabad,Haryana,0.0,0
2400,Om Loke,sathvik35@example.org,2026-01-30,Patna,Bihar,640274.18,2
2401,Praneel Shetty,bgaba@example.com,2026-01-27,Gaya,Bihar,0.0,0
2402,Ayaan Nagar,janani18@example.org,2026-02-03,Saiha,Mizoram,0.0,0
2403,Urishilla Varghese,sharmafaris@example.com,2026-01-23,Warangal,Telangana,0.0,0
2404,Prisha Lala,amorar@example.net,2026-02-16,Agartala,Tripura,170097.0,1
2405,Wriddhish Guha,dakshesh62@example.org,2026-01-28,Guntur,Andhra Pradesh,99961.32,1
2406,Yashodhara Dash,pallmatthew@example.com,2026-01-23,Noida,Uttar Pradesh,128208.1,1
2407,Janaki Raj,lmodi@example.net,2026-02-12,Kanpur,Uttar Pradesh,412033.0,1
2408,Dalaja Shetty,omitra@example.org,2026-02-10,Dharamshala,Himachal Pradesh,268547.9,1
2409,Nirja Som,banerjeejanuja@example.com,2026-02-13,Kolkata,West Bengal,0.0,0
2410,Liam Hegde,samueldate@example.com,2026-01-28,Durgapur,West Bengal,0.0,1
2411,Vedhika Narasimhan,chanalakshmi@example.net,2026-01-27,Dharmanagar,Tripura,0.0,0
2412,Hiral Rajagopalan,leenachada@example.com,2026-01-22,Dhanbad,Jharkhand,233273.42,1
2413,Falak Buch,saumyauppal@example.net,2026-01-26,Bhilai,Chhattisgarh,499389.29,2
2414,Ekani Bhandari,wjhaveri@example.org,2026-02-01,Vijayawada,Andhra Pradesh,0.0,0
2415,Rehaan Varkey,daratheodore@example.net,2026-01-30,Kolkata,West Bengal,0.0,0
2416,Gaurang Buch,liamkala@example.net,2026-01-25,Aizawl,Mizoram,0.0,0
2417,Nitara Mital,jackson82@example.com,2026-02-16,Solan,Himachal Pradesh,0.0,0
2418,Jairaj Banik,panchalarya@example.org,2026-01-30,Ranchi,Jharkhand,0.0,1
2420,Ekaja Nagar,chandramanan@example.org,2026-02-08,Noida,Uttar Pradesh,0.0,0
2421,Bishakha Sarna,alka72@example.org,2026-02-05,Bhagalpur,Bihar,0.0,0
2422,Prisha Ramaswamy,ikunda@example.org,2026-02-08,Dimapur,Nagaland,0.0,0
2423,Charles Sundaram,jananiwagle@example.net,2026-01-23,Guwahati,Assam,578108.83,3
2424,Wahab Shroff,lalzaitra@example.net,2026-02-13,Shimla,Himachal Pradesh,0.0,0
2425,Lipika Merchant,eiravati59@example.net,2026-02-09,Bhopal,Madhya Pradesh,59060.32,2
2426,Alexander Luthra,imaran41@example.com,2026-01-29,Kozhikode,Kerala,0.0,0
2427,Onveer Walla,david35@example.org,2026-01-22,Udaipur,Rajasthan,0.0,0
2428,Jai Patel,sagarfaris@example.net,2026-01-27,Madurai,Tamil Nadu,0.0,0
2429,Onveer Padmanabhan,vyanjana49@example.com,2026-01-25,Lucknow,Uttar Pradesh,76156.52,1
2430,Sarthak Dutt,basuvidhi@example.org,2026-02-06,Tura,Meghalaya,0.0,1
2431,Finn Din,ucchal59@example.net,2026-02-12,Vasco Da Gama,Goa,0.0,0
2432,Anthony Naik,jalsabadami@example.com,2026-02-04,Cuttack,Odisha,611518.11,2
2433,Umang Wable,diptatailor@example.net,2026-01-30,Kozhikode,Kerala,0.0,0
2434,Radhika Dani,vkala@example.org,2026-02-19,Tura,Meghalaya,108837.1,1
2435,Chanakya Palla,varenya34@example.net,2026-01-24,Raipur,Chhattisgarh,120826.6,1
2436,Gunbir Narang,wbhandari@example.com,2026-02-11,Haridwar,Uttarakhand,571892.1,2
2437,Nidhi Vaidya,gopaldev@example.com,2026-02-15,Guntur,Andhra Pradesh,0.0,0
2438,Eiravati Mohan,lbadal@example.net,2026-02-11,Solan,Himachal Pradesh,175181.54,1
2439,Ishita Banerjee,farhan41@example.org,2026-02-14,Noida,Uttar Pradesh,0.0,0
2440,Gaurika Khalsa,praneel54@example.org,2026-02-13,Margao,Goa,0.0,0
2441,Sai Keer,ktailor@example.com,2026-01-27,Bhubaneswar,Odisha,492758.01,2
2442,Urvi Kala,leela36@example.com,2026-01-29,Jowai,Meghalaya,0.0,0
2443,Thomas Saini,meghasampath@example.com,2026-01-30,Haridwar,Uttarakhand,0.0,0
2444,Forum Om,nihal97@example.com,2026-01-28,Kochi,Kerala,38950.2,1
2445,Aditya Thaker,wmadan@example.org,2026-02-04,Silchar,Assam,113953.58,1
2446,Aradhana Brar,fprasad@example.net,2026-02-12,Nizamabad,Telangana,0.0,0
2447,Devansh Gokhale,mahalsiddharth@example.com,2026-02-13,Dibrugarh,Assam,0.0,0
2448,Tripti Shah,niharikalanka@example.org,2026-01-26,Dehradun,Uttarakhand,0.0,1
2449,Widisha Chandran,lkanda@example.net,2026-01-26,Panipat,Haryana,26518.54,1
2450,Ubika Bakshi,forumlal@example.com,2026-02-13,Vijayawada,Andhra Pradesh,0.0,0
2451,Nihal Borde,urishillabakshi@example.org,2026-02-04,Panaji,Goa,0.0,0
2452,Wishi Bains,atharv92@example.com,2026-02-09,Surat,Gujarat,0.0,0
2453,Rayaan Madan,bluthra@example.com,2026-02-19,Dimapur,Nagaland,0.0,0
2455,Eshana Solanki,nnarasimhan@example.com,2026-02-02,Amritsar,Punjab,0.0,0
2456,Neha Dugar,cbarad@example.net,2026-02-18,Panipat,Haryana,0.0,0
2457,Ira Mangal,agatedakshesh@example.net,2026-01-30,Shillong,Meghalaya,318529.21,3
2458,Bhavini Sarkar,manbir54@example.com,2026-01-26,Bhagalpur,Bihar,155672.0,1
2459,Samar Saini,xdhawan@example.net,2026-02-15,Chennai,Tamil Nadu,0.0,0
2460,Pooja Chana,karraksha@example.com,2026-01-25,Surat,Gujarat,103371.84,1
2461,Daksh Nazareth,royteerth@example.com,2026-02-19,Jodhpur,Rajasthan,0.0,0
2462,Tamanna Rajan,cpal@example.net,2026-01-23,Mumbai,Maharashtra,0.0,0
2463,Upadhriti Borra,arya07@example.com,2026-02-11,Silchar,Assam,0.0,0
2464,Yash Tella,ikata@example.com,2026-01-31,Silchar,Assam,30895.38,1
2465,Ekaraj Sankaran,vchowdhury@example.com,2026-02-12,Ahmedabad,Gujarat,8326.56,1
2466,Adya Kumer,aadhyanadkarni@example.org,2026-01-22,Indore,Madhya Pradesh,0.0,0
2467,Samesh Oza,jasmit03@example.org,2026-01-30,Gangtok,Sikkim,100044.21,1
2468,Jagdish Balasubramanian,yugshah@example.com,2026-02-16,Dibrugarh,Assam,0.0,0
2469,Panini Das,chavviraja@example.org,2026-01-25,Noida,Uttar Pradesh,0.0,0
2470,Damini Pant,gaurisandal@example.com,2026-01-28,Gurugram,Haryana,0.0,0
2471,Ekansh Dugar,dgokhale@example.net,2026-02-01,Bhagalpur,Bihar,504555.37,2
2472,Ekansh Garde,muttiikbal@example.com,2026-02-16,Ahmedabad,Gujarat,374691.88,1
2473,Bakhshi Bera,uprabhu@example.org,2026-02-18,Jaipur,Rajasthan,0.0,2
2474,Darpan Murty,anjali29@example.net,2026-01-28,Chennai,Tamil Nadu,38366.03,2
2475,Nandini Chauhan,cmohan@example.com,2026-02-16,Kolkata,West Bengal,0.0,0
2476,Girik Batra,ayush95@example.net,2026-02-06,Panaji,Goa,0.0,0
2477,Faras Thaker,usen@example.org,2026-02-17,Jowai,Meghalaya,0.0,0
2478,Jagdish Wali,jaggichaaya@example.org,2026-02-03,Warangal,Telangana,0.0,0
2479,Bimala Basak,anandvidhi@example.net,2026-01-29,Patna,Bihar,0.0,0
2480,Bhanumati Pal,padmanabhannachiket@example.net,2026-01-23,Madurai,Tamil Nadu,286182.47,1
2481,Hritik Chatterjee,vgarde@example.org,2026-02-15,Kochi,Kerala,119764.9,2
